,CATEGORY,FRAGMENTS,FREQUENCY
5816,No ,[16*]c1cc(F)cc(F)c1[16*],1
5817,No ,[12*]S(=O)(=O)c1ccc(Cl)s1,1
5818,No ,[16*]c1cc(Br)c(F)cc1Cl,1
5819,No ,[15*]C1CC1C1CCC1,1
5820,No ,[8*]CS(=O)(=O)c1nc([14*])c(C)[nH]1,1
5821,No ,[5*]N1CCN(C)c2ccncc21,1
5822,No ,[1*]C(=O)CC([4*])C,1
5823,No ,[4*]CC[7*],1
5824,No ,[16*]c1ccc2c(c1)CCN2C,1
5825,No ,[5*]N1CC(C(N)=O)c2ccccc21,1
5826,No ,[16*]c1ccc(O)cc1F,1
5827,No ,[5*]N1CCCc2c(N)cccc21,1
5828,No ,[16*]c1ccc(S(N)(=O)=O)c(F)c1,1
5829,No ,[8*]CCC(O)C[8*],1
5830,No ,[5*]N1CCC12CCC2,1
5831,No ,[5*]N1CC(C)NC(C)C1,1
5832,No ,[5*]N1Cc2cc([16*])ccc2CC1[13*],1
5833,No ,[8*]C(C)(C)C(=O)O,1
5834,No ,[1*]C(=O)CC([1*])=O,1
5835,No ,[1*]C(=O)C(N)C[8*],1
5836,No ,[16*]c1ccn2ccnc2c1,1
5837,No ,[16*]c1ccc([16*])c(Cl)c1[16*],1
5838,No ,[5*]N1CCN2C(=O)N([10*])C(=O)C2C1,1
5839,No ,[16*]c1c(F)c(F)cc(F)c1F,1
5840,No ,[16*]c1cc(Cl)nc2ccccc12,1
5841,No ,[9*]n1cnc2c1c(=O)n(C)c(=O)n2[9*],1
5842,No ,[8*]C(C)(C)S(=O)(=O)c1ccc(Br)cc1,1
5843,No ,[4*]C(C)(C)C[8*],1
5844,No ,[14*]c1ncc([16*])cc1C,1
5845,No ,[16*]c1ccc(I)nc1,1
5846,No ,[16*]c1cc2ccncc2cc1[16*],1
5847,No ,[10*]N1C(=O)CC(C)C1=O,1
5848,No ,[12*]S(=O)(=O)c1cc([16*])ccc1Cl,1
5849,No ,[5*]N1CCCc2c(C)cc(C)cc21,1
5850,No ,[5*]N1CCOC(C)C1C,1
5851,No ,[15*]C1CCC(C)C(C)C1,1
5852,No ,[5*]N1CCOc2nc(C)ccc21,1
5853,No ,[14*]c1nc(C)nc2sc3c(c12)CCC(C)C3,1
5854,No ,[12*]S(=O)(=O)c1cc2c(cc1F)NC(=O)CC2,1
5855,No ,[14*]c1[nH]nc2ccccc12,1
5856,No ,[5*]N1CCNC(C)C1,1
5857,No ,[5*]N1CCOC(C2CCCO2)C1,1
5858,No ,[14*]c1nc([14*])c([16*])c(C)n1,1
5859,No ,[16*]c1ccc2nc3n(c2c1)CCC3,1
5860,No ,[5*]NC=O,1
5861,No ,[14*]c1ccno1,1
5862,No ,[10*]N1C(=O)NC2(CCc3ccccc3C2)C1=O,1
5863,No ,[15*][C@@H]1CCCC[C@H]1[15*],1
5864,No ,[16*]c1cc2nn[nH]c2cc1[16*],1
5865,No ,[12*]S(=O)(=O)c1cc(C)ccc1Cl,1
5866,No ,[15*]C1C(C)C([15*])C1(C)C,1
5867,No ,[12*]S(=O)(=O)c1ccc(Cl)cc1F,1
5868,No ,[4*]C1(C)CCCCC1,1
5869,No ,[8*]CS(=O)c1nc(C)c(C)s1,1
5870,No ,[12*]S(=O)(=O)c1cc(C)c(F)cc1F,1
5871,No ,[15*]C1CC(F)(F)C1,1
5872,No ,[5*]NC1CCCOc2ccccc21,1
5873,No ,[16*]c1c(C)cccc1F,1
5874,No ,[5*]N1CC2CCCN2CC1C,1
5875,No ,[8*]CCC(=O)N1CCCO1,1
5876,No ,[14*]c1nccn2c(C)nnc12,1
5877,No ,[15*]C1(C2CC2)CCC1,1
5878,No ,[14*]c1nc2ccc(F)cc2c(=O)[nH]1,1
5879,No ,[1*]C(=O)CC(C)(C)C(=O)O,1
5880,No ,[5*]NC1CC2(CCCC2)Oc2ccccc21,1
5881,No ,[16*]c1cc(Cl)c(O)c(Cl)c1,1
5882,No ,[4*]C(C)C(C)O,1
5883,No ,[14*]c1nc([14*])nc([14*])n1,1
5884,No ,[8*]CS(=O)(=O)c1cnn[nH]1,1
5885,No ,[5*]NC1CC(C)(C)Oc2ccccc21,1
5886,No ,[15*]C1CC([15*])C12CCCC2,1
5887,No ,[5*]N1CCC2(O)CCCCC2C1,1
5888,No ,[5*]N1Cc2ccccc2-c2ccccc2C1,1
5889,No ,[5*]N1CCCc2ccc(F)c(F)c21,1
5890,No ,[8*]CS(=O)(=O)c1cnccn1,1
5891,No ,[9*]n1cc(Br)cc([N+](=O)[O-])c1=O,1
5892,No ,[1*]C(=O)CN1C(=O)CCCc2ccccc21,1
5893,No ,[16*]c1cnc2snc(C)c2c1,1
5894,No ,[5*]N1CCCCc2c([16*])cccc21,1
5895,No ,[13*][C@@H]1NC(=O)CC[C@H]1[15*],1
5896,No ,[4*]CC([8*])(C)C,1
5897,No ,[5*]N1CC2CCCC2([15*])C1,1
5898,No ,[15*]C1(C2CC2)CC1,1
5899,No ,[5*]N1CCCNC(=O)C1C,1
5900,No ,[13*][C@H]1OCCC[C@@H]1[15*],1
5901,No ,[5*]NC1CCN([5*])c2ccc([16*])cc21,1
5902,No ,Cc1ccc2c(c1)NC(=O)CN=C2c1ccccc1,1
5903,No ,[16*]c1cc(C)nc2c1cnn2C,1
5904,No ,[16*]c1cnn2ccccc12,1
5905,No ,[5*]NC1CCOc2c(C)cc(C)cc21,1
5906,No ,[16*]c1ccc2sncc2c1,1
5907,No ,[5*]N1C2CCC1CC(O)C2,1
5908,No ,[5*]N1CCC[C@@H](N)C1,1
5909,No ,[14*]c1ncc[nH]c1=O,1
5910,No ,[5*]N1CC(=O)Nc2cc(C)ccc2C1c1ccccc1,1
5911,No ,[4*]C([8*])C#N,1
5912,No ,[16*]c1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,1
5913,No ,[16*]c1cncc(Cl)c1Cl,1
5914,No ,[14*]c1ncnc2cc(F)c([16*])cc12,1
5915,No ,[5*]N1CCC(C2CCOCC2)CC1,1
5916,No ,[1*]C(=O)CCC,1
5917,No ,[16*]c1ccnc2cc(F)ccc12,1
5918,No ,[14*]c1cc2cc([16*])ccc2o1,1
5919,No ,[14*]c1nc[nH]n1,1
5920,No ,[9*]n1nc([14*])cc([16*])c1=O,1
5921,No ,[5*]N1CCc2c(F)cc(F)cc2C1,1
5922,No ,[14*]c1nc2cccnc2s1,1
5923,No ,[16*]c1cnccc1C,1
5924,No ,[5*]N1CCCC2CCCC(C)C21,1
5925,No ,[14*]c1[nH]c(C)c([16*])c1C,1
5926,No ,[8*]CC(=O)n1ccccc1=NC(C)C,1
5927,No ,[9*]n1cnc([N+](=O)[O-])c1,1
5928,No ,[14*]c1nc2c(C)cc(C)cc2c(=O)o1,1
5929,No ,[10*]N1N=C(C)C([15*])C1=O,1
5930,No ,[5*]N1CC(C)OCC1[13*],1
5931,No ,[14*]c1cc(=O)c2ccccc2o1,1
5932,No ,[12*]S(=O)(=O)c1ccc2oc(=O)ccc2c1,1
5933,No ,[16*]c1ccc(Cl)cc1[N+](=O)[O-],1
5934,No ,[16*]c1ccc2c(c1)C(=O)c1ccccc1-2,1
5935,No ,[14*]c1nnc(C)[nH]1,1
5936,No ,[5*]N1CC(C)(C)C1[13*],1
5937,No ,[14*]c1nc2c(Br)cc(Br)cc2c(=O)[nH]1,1
5938,No ,Cl.N#Cc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,1
5939,No ,[12*]S(=O)(=O)c1ccc(C)cc1Br,1
5940,No ,[10*]N1C(=O)CC2(CCCC2)C1=O,1
5941,No ,[13*]C1Nc2ccccc2C(=O)N1C,1
5942,No ,[9*]n1cnc2ncc(Br)cc21,1
5943,No ,[5*]N1CCOc2ccncc21,1
5944,No ,[9*]n1cc2ccc([16*])cc2n1,1
5945,No ,[9*]n1cnc2ccc(Cl)cc2c1=O,1
5946,No ,[16*]c1c(N)sc2ccccc2c1=O,1
5947,No ,[9*]n1c(C)nc2c(c(C)c(C)n2[9*])c1=O,1
5948,No ,[5*]N1CC(c2ccccc2Cl)c2c([nH]c3ccccc23)C1C,1
5949,No ,[14*]c1cnc([14*])cn1,1
5950,No ,[4*]CCC(F)(F)F,1
5951,No ,[16*]c1cc(C#N)ccc1C,1
5952,No ,[5*]N1CCOc2cc(C)ccc21,1
5953,No ,[9*]n1c(=O)cc([16*])c2ccc([16*])cc21,1
5954,No ,[5*]N1c2ccc([16*])cc2CC1C,1
5955,No ,[9*]n1cnc2sc(C)c(C)c2c1=O,1
5956,No ,[5*]N1c2ccccc2OCC1[13*],1
5957,No ,[16*]c1c(=O)c2ccccc2n2cc(C)[nH]c12,1
5958,No ,[14*]c1nc2ccccn2c1C,1
5959,No ,[14*]c1cc(=O)n2nc([14*])sc2n1,1
5960,No ,[12*]S(=O)(=O)c1ccc(Cl)c(C)c1,1
5961,No ,[12*]S(=O)(=O)c1cc([16*])c(C)cc1C,1
5962,No ,[9*]n1c(=O)[nH]c(=O)c2c([14*])nc([14*])nc21,1
5963,No ,[9*]n1ncc2ccc([N+](=O)[O-])cc21,1
5964,No ,[12*]S(=O)(=O)c1ccc(F)cc1[16*],1
5965,No ,[5*]N1CCc2cc([16*])c([16*])cc2C1CC(=O)O,1
5966,No ,[14*]c1nc2cc([16*])c([16*])cc2c(=O)[nH]1,1
5967,No ,[9*]n1c([14*])nc2ccc([16*])cc21,1
5968,No ,[9*]n1c([14*])nc(C)c1C,1
5969,No ,[8*]C([8*])CC(N)=O,1
5970,No ,[8*]CS(=O)c1ccccc1[16*],1
5971,No ,[16*]c1ccc2nnnn2c1,1
5972,No ,[14*]c1cc(C)ns1,1
5973,No ,[16*]c1ccc(S(=O)(=O)n2nnc3ccccc32)cc1[16*],1
5974,No ,[14*]c1n[nH]c(C)c1[N+](=O)[O-],1
5975,No ,[16*]c1ccc(F)cc1S(=O)(=O)n1nnc2ccccc21,1
5976,No ,[16*]c1cnccc1O,1
5977,No ,[16*]c1ccc2c(c1)COCO2,1
5978,No ,[13*]C1OCCC1[15*],1
5979,No ,[15*]C1([15*])COC1,1
5980,No ,[8*]CN1C(=O)c2cccc3cccc1c23,1
5981,No ,[14*]c1onc(C)c1C,1
5982,No ,[16*]c1ccc2c(c1)n(C)c(=O)n2C,1
5983,No ,[9*]n1ccc(=O)n(C)c1=O,1
5984,No ,[9*]n1c2c(=O)n(C)c(=O)n(C)c2n2c([14*])nnc12,1
5985,No ,[14*]c1cnnc([14*])n1,1
5986,No ,[15*]C1C2CCCOC2C1(C)C,1
5987,No ,[9*]n1cc([N+](=O)[O-])c([14*])n1,1
5988,No ,[5*]N1CCOC2CCCC21,1
5989,No ,[16*]c1c[nH]nc1C,1
5990,No ,[14*]c1cnc2ccc(Cl)cn12,1
5991,No ,[9*]n1ccc(=O)[nH]c1=O,1
5992,No ,[9*]n1c([14*])nc2c(cnn2[9*])c1=O,1
5993,No ,[14*]c1nnc2n(C)c3c(=O)n(C)c(=O)n(C)c3n12,1
5994,No ,[16*]c1ccc2oc(C)c([16*])c2c1,1
5995,No ,[5*]N1[C@H](C)CCC[C@@H]1C,1
5996,No ,[9*]n1cc([N+](=O)[O-])cc(C#N)c1=O,1
5997,No ,[8*]CS(=O)(=O)c1ccc([16*])cn1,1
5998,No ,[12*]S(=O)(=O)c1cc([N+](=O)[O-])ccc1C,1
5999,No ,[16*]c1cc2c3c(c1)CC(=O)N3CCC2,1
6000,No ,[16*]c1cc2c(cc1Cl)NC(=O)CO2,1
6001,No ,[14*]c1nnc2ccc(Cl)nn12,1
6002,No ,[9*]n1c(S(C)(=O)=O)nc2ccccc21,1
6003,No ,[14*]c1nc(C)cc(C)c1C#N,1
6004,No ,[15*]C1CN2CCC1CC2,1
6005,No ,[16*]c1cc(=O)oc2c(C)c(C)ccc12,1
6006,No ,[14*]c1nc2cc(C)ccc2[nH]1,1
6007,No ,[14*]c1cc([16*])c(C)o1,1
6008,No ,[9*]n1nc([14*])nc1S,1
6009,No ,[14*]c1sc2sccc2c1Cl,1
6010,No ,[14*]c1nc2scc([16*])c2c(=O)n1C,1
6011,No ,[14*]c1nc2ccc(Cl)cc2o1,1
6012,No ,[9*]n1cc([N+](=O)[O-])cn1,1
6013,No ,[9*]n1nc([14*])c2c1CCCCC2,1
6014,No ,[9*]n1cnc2oc(C)c([16*])c2c1=O,1
6015,No ,[16*]c1cc2ccc(Cl)cc2nc1C,1
6016,No ,[9*]n1cnc2cc(F)ccc2c1=O,1
6017,No ,[5*]N1c2ccc([16*])cc2C(C)CC1(C)C,1
6018,No ,[5*]N1CCCS1(=O)=O,1
6019,No ,[16*]c1cc(C)ccc1Cl,1
6020,No ,[9*]n1ncc(C#N)c1[14*],1
6021,No ,[12*]S(=O)(=O)c1cc(C)ccc1F,1
6022,No ,[16*]c1cc(Cl)cc(Cl)c1[16*],1
6023,No ,[14*]c1nc(C)c(C)c(C)c1[16*],1
6024,No ,[14*]c1nc2ccccc2c(C)c1C#N,1
6025,No ,[5*]N1CCCc2c(F)ccc(F)c21,1
6026,No ,[14*]c1sc2c(c1[16*])CCC2,1
6027,No ,[14*]c1ncc(Cl)s1,1
6028,No ,[14*]c1[nH]ncc1[16*],1
6029,No ,[9*]n1c2c(sc1=O)CC([15*])CC2,1
6030,No ,[14*]c1n[nH]c([14*])c1Br,1
6031,No ,[5*]N1CCOc2ccc(F)cc21,1
6032,No ,[14*]c1cn2c(n1)CCCC2,1
6033,No ,[16*]c1ccc2c(c1)C(=O)N(C)C2=O,1
6034,No ,[14*]c1oc2c(C)ccc(C)c2c1C,1
6035,No ,[14*]c1cc(Cl)c(Cl)n1C,1
6036,No ,[16*]c1cnc2ccccc2c1O,1
6037,No ,[14*]c1nc(C)nc2c1CCCC2,1
6038,No ,[16*]c1cc(C)nc2cc(Br)ccc12,1
6039,No ,[14*]c1ncncc1Br,1
6040,No ,[4*]C1([15*])CCN(C)CC1,1
6041,No ,[5*]N1c2ccccc2NC(=O)C1C,1
6042,No ,[8*]CS(=O)(=O)c1nnc2ccc([16*])cn12,1
6043,No ,[16*]c1cc([N+](=O)[O-])cc2c1OCOC2,1
6044,No ,[14*]c1cc2c(s1)CCCCC2,1
6045,No ,[9*]n1cccc1[14*],1
6046,No ,[8*]CCS(=O)c1cc(Cl)ccc1Cl,1
6047,No ,[14*]c1ccc(C#N)c(C)n1,1
6048,No ,[1*]C(=O)CC([8*])C(F)(F)F,1
6049,No ,[10*]N1C(=O)c2ccccc2NC1[13*],1
6050,No ,[1*]C(=O)CC1=CCCCC1,1
6051,No ,[5*]N1CCC(C)(O)CC1,1
6052,No ,[5*]N1CCC([7*])CC1,1
6053,No ,[16*]c1c(F)cccc1I,1
6054,No ,[9*]n1c(=O)c2c(nc([14*])n2C)n(C)c1=O,1
6055,No ,[5*]NC1COc2ccccc21,1
6056,No ,[16*]c1cc(C)c(Cl)c(C)c1,1
6057,No ,[4*]C(C)C(F)(F)F,1
6058,No ,[8*]CC(C)=O,1
6059,No ,[16*]c1cc(F)c(C)cc1F,1
6060,No ,[14*]c1cc(=O)n2c(C)cccc2n1,1
6061,No ,O=C1C(=C2Nc3ccccc3S2)Sc2ccccc21,1
6062,No ,[16*]c1ccc(S(C)(=O)=O)c([16*])c1,1
6063,No ,[16*]c1c(C)[nH]c2ccnn2c1=O,1
6064,No ,[16*]c1ccc2c(c1)NC(=O)C2,1
6065,No ,[15*]C1COCCC1(C)O,1
6066,No ,[16*]c1cn(C)c(=O)[nH]c1=O,1
6067,No ,[5*]NC1COc2c1ccc(C)c2C,1
6068,No ,[14*]c1cc(=O)c([16*])co1,1
6069,No ,[4*]C(CC)C(=O)O,1
6070,No ,[5*]N1CCC2CCN(C)CC21,1
6071,No ,[14*]c1ncnc2onc(C)c12,1
6072,No ,[5*]N1Cc2ccc([16*])cc2C1,1
6073,No ,[15*]C1CN(C)CC1C,1
6074,No ,[14*]c1nccc([16*])c1N,1
6075,No ,[16*]c1cc2ccccc2nc1O,1
6076,No ,[16*]c1cnc2n[nH]c(C)c2c1,1
6077,No ,[5*]N1CCNC(=O)c2ccccc21,1
6078,No ,[4*]C(C)C(=O)O,1
6079,No ,[9*]n1ccc(C)cc1=O,1
6080,No ,[5*]N1CCC(=O)Nc2cc(F)ccc21,1
6081,No ,[13*]C1CC(=O)c2cc(Cl)ccc2O1,1
6082,No ,[5*]N1CCc2ccc(Cl)cc21,1
6083,No ,[9*]n1c([14*])nc2cc([16*])c([16*])cc2c1=O,1
6084,No ,[16*]c1ccc(C)cc1[N+](=O)[O-],1
6085,No ,[16*]c1ccc(C)c(S(N)(=O)=O)c1,1
6086,No ,Oc1ccc2c(c1)CN(C1CCCc3ccccc31)CC2,1
6087,No ,[16*]c1ccc2c(c1)CC(=O)N2,1
6088,No ,[1*]C(=O)[C@@H](O)C[8*],1
6089,No ,[1*]C(=O)CCS(=O)(=O)c1ccc2c(c1)CCC2,1
6090,No ,[5*]N1C[C@@H]2CN(C)C[C@@H]2C1,1
6091,No ,[16*]c1cccc2[nH]cnc12,1
6092,No ,[16*]c1cc(C)cc(F)c1,1
6093,No ,[13*][C@H]1C[C@H]([15*])CN1,1
6094,No ,[4*]CC(O)C(F)(F)F,1
6095,No ,[5*]N1CC([15*])C2CCCC21,1
6096,No ,[15*][C@@H]1COC[C@@H]1[15*],1
6097,No ,[12*]S(=O)(=O)c1ccoc1,1
6098,No ,[14*]c1ncnc(N)c1Cl,1
6099,No ,[10*]N1C(=O)C(=O)N([10*])C1=O,1
6100,No ,[16*]c1cc2c(cc1Cl)OCO2,1
6101,No ,[16*]c1ccncc1C,1
6102,No ,[14*]c1nn(C)c([14*])c1C,1
6103,No ,[14*]c1nc2cc(Cl)ccc2c(=O)[nH]1,1
6104,No ,[4*]C1([15*])CCCCCC1,1
6105,No ,[4*]CC1c2ccccc2-c2ccccc21,1
6106,No ,[5*]N1CCCC[C@H]1[13*],1
6107,No ,[5*]N1CCCc2n[nH]cc21,1
6108,No ,[14*]c1nc2ccc(O)cc2o1,1
6109,No ,[14*]c1nc2cc(Cl)cc(Cl)c2[nH]1,1
6110,No ,[14*]c1ncsc1Cl,1
6111,No ,[9*]n1nc(C)c2cc(N)cnc21,1
6112,No ,[16*]c1cc(F)cc2nc(C)c(C)nc12,1
6113,No ,O=S(=O)(c1ccc(Br)c2ccccc12)n1nnc2ccccc21,1
6114,No ,[1*]C(=O)CC1CCOc2ccccc21,1
6115,No ,[16*]c1cc[nH]c(=O)c1,1
6116,No ,[14*]c1nccn2nnnc12,1
6117,No ,[15*]C1(C)CC(=O)NC1=O,1
6118,No ,[15*]C1CNc2ccnn2C1,1
6119,No ,[5*]N1CCn2c(nc(C)c2C)C1,1
6120,No ,[14*]c1nnc2ccc(Cl)cn12,1
6121,No ,[16*]c1cccc(N)c1,1
6122,No ,[14*]c1nc2c([16*])cc(F)cc2s1,1
6123,No ,[15*][C@H]1C[C@@H]([15*])C1,1
6124,No ,[14*]c1noc2ccc([16*])cc12,1
6125,No ,[13*]C1NCCNC1=O,1
6126,No ,[14*]c1ncn[nH]1,1
6127,No ,[16*]c1cnc2c(c1)COCC2,1
6128,No ,[9*]n1nc(C)sc1=O,1
6129,No ,[12*]S(=O)(=O)c1cnc2n1CCC2,1
6130,No ,[6*]C(=O)CCC(=O)O,1
6131,No ,[16*]c1c(Br)cc(C)cc1Br,1
6132,No ,[4*]C1(C)CCCC1,1
6133,No ,[13*]C1CN(C)CCN1C,1
6134,No ,[14*]c1nc2nc(C)c([16*])c(C)n2n1,1
6135,No ,[12*]S(=O)(=O)c1cc(F)ccc1F,1
6136,No ,[8*]CS(=O)(=O)c1ccc(Cl)c([16*])c1,1
6137,No ,[5*]N1CCN([5*])C([13*])C1,1
6138,No ,[16*]c1ccc(N)cc1Cl,1
6139,No ,[5*]N1CCn2c1nc1c2c(=O)n(C)c(=O)n1C,1
6140,No ,[16*]c1ccc2c[nH]nc2c1,1
6141,No ,[5*]N1CC[C@@H]([15*])C1,1
6142,No ,[14*]c1sc2ccc([16*])cc2c1C,1
6143,No ,[14*]c1cc(C)c2ccc([16*])cc2n1,1
6144,No ,[14*]c1nc2ccc(C)cc2c(=O)n1C,1
6145,No ,[1*]C(=O)C([4*])([8*])C,1
6146,No ,[14*]c1cc2c([14*])nc(C)nc2s1,1
6147,No ,[14*]c1nc(N)nc2nc[nH]c12,1
6148,No ,[8*]CS(=O)(=O)c1ccccn1,1
6149,No ,[5*]N1CCN([5*])C2(CCCCC2)C1,1
6150,No ,[9*]n1cc2cnn([9*])c(=O)c2n1,1
6151,No ,[5*]NC1CS(=O)(=O)c2ccccc21,1
6152,No ,[5*]N1CC2CCCC([15*])(C1)C2O,1
6153,No ,[16*]c1c[nH]c2cc(C)ccc12,1
6154,No ,[4*]C(CO)CO,1
6155,No ,[5*]N1CCc2nn(C)c(=O)cc2C1,1
6156,No ,[16*]c1cc(C)nc2c([16*])cccc12,1
6157,No ,[14*]c1nc2ccccn2c1N,1
6158,No ,[14*]c1sc(C)c(Br)c1[16*],1
6159,No ,[14*]c1nc2n(n1)CCCN2,1
6160,No ,[14*]c1nc2c(s1)CC([15*])CC2,1
6161,No ,[15*]C1CCN(C)C(C)C1,1
6162,No ,[14*]c1c[nH]c(=O)n1C,1
6163,No ,[10*]N1C(=O)c2ccc(F)cc2C1=O,1
6164,No ,[5*]N1CCC(=O)N(C)c2cc(F)ccc21,1
6165,No ,[16*]c1ccnc2cc(Br)ccc12,1
6166,No ,[8*]C(C)S(=O)(=O)c1nc(C)c([14*])[nH]1,1
6167,No ,[5*]N1CC2C3CCC(O3)C2C1,1
6168,No ,[14*]c1ncnc2cc([16*])ccc12,1
6169,No ,[14*]c1sc(C)c(C)c1C,1
6170,No ,[9*]n1c(=O)[nH]c2cc([16*])ccc2c1=O,1
6171,No ,[5*]N1CCC(=O)N(C[8*])c2ccccc21,1
6172,No ,[14*]c1nnc2n1CCN(C1CCCc3ccccc31)C2,1
6173,No ,[14*]c1n[nH]c([14*])c1[N+](=O)[O-],1
6174,No ,[5*]N1CCN(C)C(=O)C1,1
6175,No ,[10*]N1C(=O)CCCC1=O,1
6176,No ,[16*]c1ccc(Br)cc1O,1
6177,No ,[16*]c1cccc([16*])c1O,1
6178,No ,[5*]NC1CCc2cc(Cl)ccc21,1
6179,No ,[16*]c1cc(C)nc2[nH]nc(C)c12,1
6180,No ,[16*]c1c(Cl)ccc2cccnc12,1
6181,No ,[14*]c1nn2cnc3ccccc3c2nc1=O,1
6182,No ,[14*]c1nc2c3ccccc3ncn2n1,1
6183,No ,[16*]c1ccc(Cl)cc1Br,1
6184,No ,[5*]N1CCC1(C)C,1
6185,No ,[8*]CN1CCc2sccc2C1,1
6186,No ,[8*]CC([8*])C(=O)O,1
6187,No ,[9*]n1nc([14*])n(C)c1=S,1
6188,No ,[4*][C@@H]([8*])CO,1
6189,No ,[8*]CN1C(=O)CCc2ccccc21,1
6190,No ,[9*]n1c(=O)c2c(nc([14*])n2[9*])n(C)c1=O,1
6191,No ,[16*]c1ccc2ccn(C)c2c1,1
6192,No ,[14*]c1nc2c(c(=O)n(C)c(=O)n2C)n1C,1
6193,No ,[14*]c1ncnc2c1c(Br)nn2C,1
6194,No ,[16*]c1cccc(C=O)c1,1
6195,No ,[5*]N1C2CCC1c1ccccc12,1
6196,No ,[13*]C1C([15*])CCCN1C,1
6197,No ,[16*]c1c(N)n(C)c(=O)[nH]c1=O,1
6198,No ,[14*]c1c(Br)c2ccccc2n1C,1
6199,No ,[9*]n1c(C)cc(C)c(C#N)c1=O,1
6200,No ,[10*]N1CCN(C)C1=O,1
6201,No ,[5*]N1c2ccc(S(N)(=O)=O)cc2CC1C,1
6202,No ,[16*]c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1[16*],1
6203,No ,[5*]N1CCCc2ccc([16*])cc21,1
6204,No ,[14*]c1nc2ccccc2c2nc(C)nn12,1
6205,No ,[12*]S(=O)(=O)c1ccc([N+](=O)[O-])c([16*])c1,1
6206,No ,[6*]C(=O)NOC,1
6207,No ,[9*]n1cc(C#N)c(=O)c2ccccc21,1
6208,No ,[5*]NC1c2ccccc2CCC1C,1
6209,No ,[9*]n1nnc2cc(Cl)c(Cl)cc21,1
6210,No ,[8*]CS[11*],1
6211,No ,[5*]NS(N)(=O)=O,1
6212,No ,[14*]c1cn2cc(C)nc2s1,1
6213,No ,[16*]c1cc(=O)oc2cc(C)c(C)cc12,1
6214,No ,[9*]n1cnc2ncccc2c1=O,1
6215,No ,[14*]c1[nH]c2ccc(C)cc2c1Cl,1
6216,No ,[12*]S(=O)(=O)c1c(F)cccc1F,1
6217,No ,[14*]c1nc(S(=O)(=O)c2ccccc2)c(S(=O)(=O)C(C)C)o1,1
6218,No ,[16*]c1ccc2c(c1)-c1ccccc1C2,1
6219,No ,[1*]C(=O)[C@@H]([4*])C,1
6220,No ,[5*]N1Cc2ccccc2N(C)CC1C,1
6221,No ,[16*]c1c(C)nc2ncnn2c1C,1
6222,No ,[4*]CCF,1
6223,No ,[8*]CS(=O)c1cccc(Br)c1,1
6224,No ,[1*]C(=O)CCC=C,1
6225,No ,[9*]n1nccc1[N+](=O)[O-],1
6226,No ,[5*]N1CCN2C(=O)CCC2C1,1
6227,No ,[9*]n1c(C)c(I)ccc1=O,1
6228,No ,[16*]c1cncc(Br)c1Cl,1
6229,No ,[5*]N1CCCC12CCCCC2,1
6230,No ,[15*]C1CCNC(=O)C1,1
6231,No ,[12*]S(=O)(=O)c1ccc2c(c1)CCO2,1
6232,No ,[14*]c1n[nH]c(=O)[nH]1,1
6233,No ,[5*]N1CCCC2CC(C)CCC21,1
6234,No ,[14*]c1nc2ccc(Br)cc2c(=O)[nH]1,1
6235,No ,[14*]c1ccc2cc(C#N)ccc2n1,1
6236,No ,[15*]C1CCc2ccccc2C1,1
6237,No ,[14*]c1nc2cc(N)ccc2[nH]1,1
6238,No ,[16*]c1cnoc1C,1
6239,No ,[14*]c1ccc(Cl)nn1,1
6240,No ,[8*]C(C)S(=O)(=O)c1nnc([14*])n1[9*],1
6241,No ,[5*]N1CC2(CCC2)c2c(F)cccc21,1
6242,No ,[15*][C@H]1CC[C@@H]([15*])CC1,1
6243,No ,[9*]n1cc([N+](=O)[O-])cc([16*])c1=O,1
6244,No ,[12*]S(=O)(=O)c1cccc(Cl)c1Cl,1
6245,No ,[8*]C(O)C(F)(F)F,1
6246,No ,[14*]c1cc2c(s1)-c1ccccc1OC2,1
6247,No ,[10*]N1C(=O)NC2(CCCCC2)C1=O,1
6248,No ,[14*]c1ncc(Cl)c(Cl)c1Cl,1
6249,No ,[15*]C1CC1C1CCCCC1,1
6250,No ,[1*]C(=O)C1CCCc2[nH]ncc21,1
6251,No ,[4*]CC([8*])(C)N,1
6252,No ,[14*]c1sc2ccccc2c1[16*],1
6253,No ,[5*]N1CCC([15*])(C)C1,1
6254,No ,[5*]N1CCOc2c(Cl)cccc21,1
6255,No ,[5*]N1CC=C(C)CC1,1
6256,No ,[14*]c1nc([14*])nc(C)n1,1
6257,No ,[16*]c1cn2ccccc2c1C#N,1
6258,No ,[4*]C1([15*])CCOCC1,1
6259,No ,[5*]N1CC2CCCC(C1)C2O,1
6260,No ,[16*]c1ccc(S(C)(=O)=O)cc1C,1
6261,No ,[4*]CC1CCOc2ccccc21,1
6262,No ,[5*]N1CCc2ccc(C#N)cc21,1
6263,No ,[14*]c1oc(C)c2c(C)n[nH]c(=O)c12,1
6264,No ,[16*]c1cc(=O)oc2cc(O)ccc12,1
6265,No ,[12*]S(=O)(=O)c1cc([16*])cc(C)c1C,1
6266,No ,[14*]c1nn2c(O)cc(C)nc2c1C,1
6267,No ,[9*]n1cc([16*])cc(C#N)c1=O,1
