,Fluorescent labeling,FRAGMENTS,FREQUENCY
24307,No ,cc(n)-c1nc(CO)cs1,2
18494,No ,cNC(=O)c1cocn1,2
29144,No ,ccc([nH]c)C(=O)NC(C)(C)C,2
10187,No ,Cc1cc(=O)c(C)c[nH]1,2
22537,No ,cc(c)CC(=O)Nc(c)s,2
28090,No ,ccc(CN(C(C)=O)C(N)=O)c(c)Cl,2
35018,No ,cnc(CSc(n)o)no,2
9168,No ,COc1ccc(-n)cc1O,2
24193,No ,cc(n)-c1c(C)cc(C)cc1C,2
10847,No ,Cc1ccc(C)c(CS)c1,2
9195,No ,COc1ccc(C)cc1C(=O)N(C)C,2
13288,No ,NC(=O)NCC1CCC1,2
13300,No ,NC(=O)Nc1ccccc1Br,2
35181,No ,cnc(NC(=O)Cc)c(c)O,2
9176,No ,COc1ccc(Br)cc1F,2
24106,No ,cc(c)n(CC(N)=O)c(C)n,2
13291,No ,NC(=O)Nc1cc(O)cc(O)c1,2
19368,No ,c[C@@H](N)C(=O)O,2
13289,No ,NC(=O)Nc1cc(Cl)ccc1Cl,2
35190,No ,cnc(NC(=O)N(C)C)sn,2
22676,No ,cc(c)CN(C)CC(N)=O,2
24104,No ,cc(c)n(CC(C)C)c(n)N,2
22673,No ,cc(c)CN(C)CC,2
13280,No ,NC(=O)NC1CC=CC1,2
29025,No ,ccc(OCC)c(c)-n,2
35195,No ,cnc(NC(=O)c(c)c)[nH]c,2
11943,No ,Cc1nc(C)n(CC(C)O)n1,2
18585,No ,cNC1CC(C)(OC)C1(C)C,2
29029,No ,ccc(OCC)c(c)S,2
18579,No ,cNC1(C)CCCC1,2
35176,No ,cnc(NC(=O)CC)sn,2
13304,No ,NC(=O)Nc1ccccn1,2
13324,No ,NC(=O)c1c[nH]c(C(N)=O)c1,2
22656,No ,cc(c)CN(C)C(=O)C(C)c,2
13320,No ,NC(=O)c1c(F)cccc1I,2
18575,No ,cNC(c(n)n)c1ccccc1,2
11935,No ,Cc1nc(C)c(CN)s1,2
13315,No ,NC(=O)c1c(F)cc(F)cc1F,2
29037,No ,ccc(OCCN)c(c)F,2
10171,No ,Cc1cc(-c)c(=O)n(C)n1,2
29035,No ,ccc(OCCN)c(c)C,2
35169,No ,cnc(NC(=O)C(C)O)sc,2
19374,No ,c[C@H]1C[C@@H](O)CN1C,2
35170,No ,cnc(NC(=O)C(C)n)n(c)C,2
35171,No ,cnc(NC(=O)C(C)n)sc,2
9175,No ,COc1ccc(Br)cc1Cl,2
11937,No ,Cc1nc(C)c(Cn)s1,2
18586,No ,cNC1CC(C)N(C(C)C)C1,2
18587,No ,cNC1CC(C)N(C)C1,2
18574,No ,cNC(N)=O,2
18601,No ,cNC1CCCC1O,2
28151,No ,ccc(CN(CC)C(C)=O)c(c)N,2
13256,No ,NC(=O)N1CCCC(O)C1,2
28154,No ,ccc(CN(CC)C(C)C)c(c)O,2
28156,No ,ccc(CN(CC)C(C)C)oc,2
13248,No ,NC(=O)N1CCC1,2
29013,No ,ccc(OCC(C)O)c(c)c,2
29010,No ,ccc(OCC(C)O)c(c)F,2
11948,No ,Cc1nc(C)n2ccccc12,2
35200,No ,cnc(NC(=O)c(c)c)c(n)N,2
29002,No ,ccc(OCC(=O)O)c(c)O,2
13241,No ,NC(=O)N1C2CCC1CC(O)C2,2
35229,No ,cnc(NC(C)C(N)=O)sc,2
35230,No ,cnc(NC(C)C)c(c)C,2
13240,No ,NC(=O)Cn1cncn1,2
9930,No ,Cc(n)c(CNc(n)o)c(n)O,2
28994,No ,ccc(OC)c(c)[N+],2
18594,No ,cNC1CCC(C)CC1,2
13259,No ,NC(=O)N1CCCC2CCCC21,2
35220,No ,cnc(NC(=O)c(c)s)n(c)C,2
29016,No ,ccc(OCC(N)=O)c(c)Br,2
22677,No ,cc(c)CN(C)CCN,2
24093,No ,cc(c)n(CC(=O)N(C)C)nn,2
18588,No ,cNC1CC(C)N(c)C1=O,2
35210,No ,cnc(NC(=O)c(c)n)c(c)c,2
22681,No ,cc(c)CN(C)Cc(n)[nH],2
35211,No ,cnc(NC(=O)c(c)n)c(n)=O,2
24091,No ,cc(c)n(CC(=O)N(C)C)c([nH])=O,2
19364,No ,cSc1nnc2ccccn12,2
18591,No ,cNC1CC2CCC1O2,2
18592,No ,cNC1CC=CC1,2
35215,No ,cnc(NC(=O)c(c)o)c(c)O,2
24086,No ,cc(c)n(C)nn,2
13265,No ,NC(=O)N1CCN(S)CC1,2
8096,No ,CNc1cc(C)ccc1N,2
35218,No ,cnc(NC(=O)c(c)s)c(c)O,2
13325,No ,NC(=O)c1c[nH]c2ccc(Br)cc12,2
18573,No ,cNC(CO)CO,2
24192,No ,cc(n)-c1c(C)[nH]c2ccccc12,2
24170,No ,cc(c)n(cn)CCNc,2
29075,No ,ccc(OCc(n)o)c(c)C,2
11911,No ,Cc1nc(C(C)C)nn1C,2
35119,No ,cnc(Cn(nc)nn)oc,2
24178,No ,cc(c)n1c(CSc)nnc1n,2
22610,No ,cc(c)CCN(CC)C(C)C,2
22611,No ,cc(c)CCN(CC)C(c)=O,2
28131,No ,ccc(CN(C)Cc)c(c)F,2
28132,No ,ccc(CN(C)Cc)c(c)N,2
29072,No ,ccc(OCc(n)n)c(c)[N+],2
24166,No ,cc(c)n(cn)CCCN,2
13389,No ,NC(=O)c1ccc(Cl)nc1,2
22621,No ,cc(c)CCOc(c)c,2
35126,No ,cnc(Cn(nn)c(C)n)oc,2
35127,No ,cnc(Cn(nn)c(c)=O)n(c)C,2
22622,No ,cc(c)CCSc(n)n,2
24165,No ,cc(c)n(cn)CCCC,2
29076,No ,ccc(OCc(n)o)c(c)Cl,2
11909,No ,Cc1nc(C(C)C)n2ccccc12,2
29077,No ,ccc(OCc(n)o)c(c)F,2
22605,No ,cc(c)CCN(C(C)=O)c(c)c,2
24191,No ,cc(n)-c1c(C)[nH]c(c)c1c,2
35100,No ,cnc(Cn(nc)c(c)=O)n(c)C,2
35101,No ,cnc(Cn(nc)c(c)=O)nc,2
22595,No ,cc(c)CCCC(C)N,2
35102,No ,cnc(Cn(nc)c(c)=O)no,2
10178,No ,Cc1cc(-n)cc(F)c1,2
11905,No ,Cc1nc(C(C)(C)N)sc1C,2
10177,No ,Cc1cc(-c)on1,2
10846,No ,Cc1ccc(C)c(CS(C)=O)c1,2
13403,No ,NC(=O)c1ccc(N)c(Cl)c1,2
24186,No ,cc(c)n1c(n)NCCC1,2
28126,No ,ccc(CN(C)C(c)=O)oc,2
28128,No ,ccc(CN(C)C)c(c)N,2
29078,No ,ccc(OCc(n)o)c(c)I,2
28129,No ,ccc(CN(C)CC)c(c)N,2
18558,No ,cNC(C)c1cccc(C)c1,2
29070,No ,ccc(OCc(n)n)c(c)N,2
19377,No ,c[C@H]1OCC[C@@H]1N,2
29051,No ,ccc(OCc(c)c)c(c)N,2
9172,No ,COc1ccc(Br)cc1-c,2
13358,No ,NC(=O)c1cc(S(N)(=O)=O)ccc1N,2
24139,No ,cc(c)n(CCOc)c(n)N,2
10746,No ,Cc1ccc(Br)cc1N(C)C,2
13356,No ,NC(=O)c1cc(O)cs1,2
24137,No ,cc(c)n(CCOc)c(C)n,2
34119,No ,cn(n)-c1ccc(F)cc1NC(c)=O,2
29048,No ,ccc(OCCn)c(c)O,2
11917,No ,Cc1nc(C(F)(F)F)cs1,2
13334,No ,NC(=O)c1cc(Br)cs1,2
22653,No ,cc(c)CN(C)C(=O)C(C)C,2
29045,No ,ccc(OCCc)c(c)N,2
35160,No ,cnc(NC(=O)C(C)(c)C)sc,2
13331,No ,NC(=O)c1cc(Br)ccc1Cl,2
29044,No ,ccc(OCCS)c(c)[N+],2
13327,No ,NC(=O)c1c[nH]c2cccc(Br)c12,2
22635,No ,cc(c)CN(C(=O)CO)C(=O)c(c)c,2
29061,No ,ccc(OCc(c)n)c(c)n,2
22632,No ,cc(c)CN(C(=O)C(C)O)C1CC1,2
18564,No ,cNC(C)c1cnn(-c)c1C,2
35133,No ,cnc(Cn(nn)c(n)=O)no,2
29069,No ,ccc(OCc(n)n)c(c)F,2
18559,No ,cNC(C)c1cccc(O)c1,2
35137,No ,cnc(N(C)C(=O)c(c)n)n(c)C,2
24160,No ,cc(c)n(cn)CC(CC)OC,2
28135,No ,ccc(CN(C)Cc)on,2
28136,No ,ccc(CN(C)Cc)sc,2
35141,No ,cnc(N(CCC)CCC)n(c)C,2
24152,No ,cc(c)n(c(n)N)C1CCCC1,2
13374,No ,NC(=O)c1ccc(Br)cc1O,2
13372,No ,NC(=O)c1ccc(Br)cc1Cl,2
35145,No ,cnc(N)c(c)Cl,2
11924,No ,Cc1nc(C(N)=O)no1,2
24151,No ,cc(c)n(c(n)N)C(C)C,2
24149,No ,cc(c)n(c(C)n)C1CCNCC1,2
12860,No ,Cn1nccc1CS,2
12034,No ,Cc1nc(S)c2cc[nH]c2n1,2
29173,No ,ccc([nH]n)C(C)C,2
35851,No ,cnc(n(c)C)S(=O)(=O)Cc(c)s,2
12385,No ,Cc1noc(-c)c1C(N)=O,2
12384,No ,Cc1noc(-c)c1C,2
10018,No ,Cc(n)n1c(n)CCc2ccccc2-1,2
35850,No ,cnc(n(c)C)S(=O)(=O)Cc(c)n,2
12113,No ,Cc1ncc(C(=O)N(c)C)s1,2
23208,No ,cc(c)N(CC)C(=O)c(nn)c(c)C,2
12375,No ,Cc1nnn[nH]1,2
28398,No ,ccc(CSc(c)n)no,2
12366,No ,Cc1nnc2n1CCNC2,2
12371,No ,Cc1nncn1C(C)C,2
12116,No ,Cc1ncc(C(N)=O)c(C)n1,2
23512,No ,cc(c)NC(=O)c(nn)c(c)Br,2
12117,No ,Cc1ncc(C(N)=O)c(N)n1,2
10020,No ,Cc(n)n1c(n)CN(c)CC1,2
19007,No ,cOCc1nnc(-c)s1,2
23508,No ,cc(c)NC(=O)c(cs)c(c)c,2
12386,No ,Cc1noc(-c)c1N,2
19002,No ,cOCc1nccn1C,2
28556,No ,ccc(Cn(nc)nn)c(c)C,2
10785,No ,Cc1ccc(C(C)O)cc1,2
23538,No ,cc(c)NC1CCN(C)C1,2
23537,No ,cc(c)NC1CCCN(c)C1=O,2
23535,No ,cc(c)NC1CCCN(C)C1,2
12404,No ,Cc1noc(C)c1C(C)C,2
12403,No ,Cc1noc(C)c1C(=O)N(C)C,2
12110,No ,Cc1nc[nH]n1,2
35842,No ,cnc(n(C)n)S(=O)(=O)Cc(c)n,2
23534,No ,cc(c)NC1CCCCC1,2
23533,No ,cc(c)NC1CC1,2
23532,No ,cc(c)NC1CC(C)N(C)C1,2
19147,No ,cS(=O)(=O)N1CCNCC1,2
28393,No ,ccc(CSCc)no,2
18996,No ,cOCc1nc(C)c(-c)o1,2
28559,No ,ccc(Cn(nc)nn)c(c)[N+],2
28395,No ,ccc(CSCc)on,2
19010,No ,cOCc1nnc(S)n1C,2
12365,No ,Cc1nnc2n1CCN(c)C2,2
28388,No ,ccc(CS(C)=O)c(c)N,2
23237,No ,cc(c)N(CC)Cc(cn)n(c)c,2
12341,No ,Cc1nnc(NS(c)(=O)=O)s1,2
35870,No ,cnc(nc)-n1nc(C)c(C)c1C,2
23481,No ,cc(c)NC(=O)[C@H]1CC1(C)C,2
23480,No ,cc(c)NC(=O)[C@H](Cc)N(C)c,2
23234,No ,cc(c)N(CC)Cc,2
12123,No ,Cc1ncc(CN)n1-c,2
12337,No ,Cc1nnc(N)nc1C,2
23238,No ,cc(c)N(CC)Cc(nn)n(-c)n,2
10096,No ,Cc1c(CN(C)C)c(=O)n(-c)n1C,2
12336,No ,Cc1nnc(N)n1C,2
10782,No ,Cc1ccc(C(C)N)cc1C,2
19134,No ,cS(=O)(=O)Cc1ccncc1,2
23470,No ,cc(c)NC(=O)NC(C)c,2
10029,No ,Cc(nn)n(C)n,2
12125,No ,Cc1ncc(CS)s1,2
12319,No ,Cc1nnc(CN)n1-c,2
23229,No ,cc(c)N(CC)CCC(N)=O,2
12343,No ,Cc1nnc(NS)s1,2
23228,No ,cc(c)N(CC)CC1CC1,2
19140,No ,cS(=O)(=O)N1CCC(O)CC1,2
23212,No ,cc(c)N(CC)C(C)C,2
23213,No ,cc(c)N(CC)C(C)C(=O)N(C)c,2
10784,No ,Cc1ccc(C(C)N)s1,2
35862,No ,cnc(nc)-c1ccco1,2
12356,No ,Cc1nnc2ccc(N)nn12,2
10759,No ,Cc1ccc(C(=O)N(C)C)n1C,2
19142,No ,cS(=O)(=O)N1CCCC(c(n)[nH])C1,2
28546,No ,ccc(Cn(nc)c(c)c)c(c)O,2
23489,No ,cc(c)NC(=O)c(c(c)Cl)n(c)C,2
12351,No ,Cc1nnc(S)s1,2
23487,No ,cc(c)NC(=O)c(c(c)C)c(C)o,2
23485,No ,cc(c)NC(=O)c(c(C)n)c(C)o,2
28413,No ,ccc(CSc(n)n)on,2
35868,No ,cnc(nc)-c1ncc(C)s1,2
12346,No ,Cc1nnc(S)[nH]1,2
35835,No ,cnc(cs)Cn(c(n)=O)c(c)c,2
35833,No ,cnc(cs)Cn(c(c)=O)c(n)=O,2
23247,No ,cc(c)N(CC1CC1)S(c)(=O)=O,2
12473,No ,Cc1occc1C(C)N,2
12477,No ,Cc1ocnc1-c(n)n,2
12476,No ,Cc1occc1S,2
28376,No ,ccc(CS(=O)Cc)c(c)Cl,2
23157,No ,cc(c)N(CC)C(=O)C(C)N(C)c,2
23159,No ,cc(c)N(CC)C(=O)C(C)Oc,2
8055,No ,CNc1cc(-c)ns1,2
9254,No ,COc1ccc(F)cc1Br,2
35782,No ,cnc(cs)C(=O)Nc(n)n,2
12458,No ,Cc1oc2ccc(Cl)cc2c1C,2
23579,No ,cc(c)NCc(nn)n(c)-c,2
23577,No ,cc(c)NCc(nn)c(s)Cl,2
23575,No ,cc(c)NCc(cn)n(c)c,2
12464,No ,Cc1oc2ccccc2c1CN,2
23573,No ,cc(c)NCc(cn)c(C)n,2
10104,No ,Cc1c(Cl)cccc1S(=O)(=O)N(C)C,2
12459,No ,Cc1oc2ccc(F)cc2c1C,2
23584,No ,cc(c)NS(=O)(=O)c(cn)cn,2
10105,No ,Cc1c(Cl)cccc1S(N)(=O)=O,2
28596,No ,ccc(I)c(c)N,2
12480,No ,Cc1ocnc1CN,2
35753,No ,cnc(cs)-c1nc(c)c(c)n1C(C)C,2
28373,No ,ccc(CS(=O)(=O)c(n)n)no,2
23602,No ,cc(c)Nc1nc(N)cc(n)n1,2
23146,No ,cc(c)N(CC(C)C(N)=O)C(c)=O,2
12493,No ,Cc1sc(n)c(c([nH])=O)c1C,2
10008,No ,Cc(n)n(c(n)S)C1CCCCC1,2
23148,No ,cc(c)N(CC(C)CN)C(c)=O,2
35760,No ,cnc(cs)C(=O)N(C)Cc,2
12487,No ,Cc1sc(=O)n(Cc(n)n)c1C,2
12485,No ,Cc1oncc1C(N)=O,2
28375,No ,ccc(CS(=O)Cc)c(c)C,2
23152,No ,cc(c)N(CC(CC)CO)C(c)=O,2
18966,No ,cOCCSc(n)o,2
28597,No ,ccc(I)c(c)O,2
35770,No ,cnc(cs)C(=O)N(c(c)n)C(C)C,2
28590,No ,ccc(F)c(c)o,2
9258,No ,COc1ccc(F)cc1CS(C)=O,2
12414,No ,Cc1noc(C)c1Cn,2
12106,No ,Cc1nc2sc(C)c(C)c2c(=O)[nH]1,2
12431,No ,Cc1noc(N)c1C,2
35818,No ,cnc(cs)COn(c)n,2
35819,No ,cnc(cs)CS(=O)(=O)CC,2
23548,No ,cc(c)NCC,2
19150,No ,cS(=O)(=O)N1CC[C@@H](N)C1,2
10103,No ,Cc1c(Cl)cccc1N(C)C,2
23184,No ,cc(c)N(CC)C(=O)CN(c)C,2
35823,No ,cnc(cs)CS(=O)(=O)c(n)n,2
12454,No ,Cc1oc2c(C)cccc2c1C,2
12423,No ,Cc1noc(CN(c)C)n1,2
12421,No ,Cc1noc(CC(C)C)n1,2
12420,No ,Cc1noc(C2CC2c)n1,2
23185,No ,cc(c)N(CC)C(=O)CNC,2
35830,No ,cnc(cs)Cc(nc)sc,2
23189,No ,cc(c)N(CC)C(=O)Cc(n)n,2
23541,No ,cc(c)NC1CCN(c)C1,2
28571,No ,ccc(Cn(nn)c(c)C)c(c)F,2
35815,No ,cnc(cs)CNc(n)o,2
28572,No ,ccc(Cn(nn)c(c)C)c(c)N,2
12432,No ,Cc1noc(N)n1,2
12453,No ,Cc1oc2c(C)ccc(C)c2c1C,2
18975,No ,cOCc1cccc(Cl)c1,2
12448,No ,Cc1nscc1C(N)=O,2
23567,No ,cc(c)NCCn(c)n,2
35802,No ,cnc(cs)CN(CC)C(C)(C)C,2
35804,No ,cnc(cs)CN(CC)C(c)C,2
19154,No ,cS(=O)(=O)NC(C1CC1)C1CC1,2
19152,No ,cS(=O)(=O)N1CCc2ccccc21,2
18979,No ,cOCc1ccccc1C#N,2
18980,No ,cOCc1ccccc1C(N)=O,2
10011,No ,Cc(n)n(cn)C1CC1,2
28575,No ,ccc(Cn(nn)c(n)=O)c(c)O,2
23556,No ,cc(c)NCC(CC)CC,2
19151,No ,cS(=O)(=O)N1CC[C@H](N)C1,2
23175,No ,cc(c)N(CC)C(=O)CC(C)C,2
19029,No ,cOc1ccc(C)cc1C,2
28536,No ,ccc(Cn(nc)c(c)=O)c(c)C,2
12096,No ,Cc1nc2ccccn2c1CN,2
23361,No ,cc(c)N1CCNCC1,2
12205,No ,Cc1ncoc1C(C)C,2
23366,No ,cc(c)N1CCOC1=O,2
12200,No ,Cc1ncncc1Cl,2
35964,No ,cnc(nn)NC(=O)c(c)n,2
23287,No ,cc(c)N1C(=O)C(C)C(CC)C1=O,2
23288,No ,cc(c)N1C(=O)C(C)N(CC)C1=O,2
19062,No ,cOc1cccc(C(C)=O)c1,2
19111,No ,cOc1ncccc1Cl,2
12190,No ,Cc1ncn[nH]1,2
23293,No ,cc(c)N1C(=O)C(Nc)CC1C,2
12193,No ,Cc1ncnc(N(C)C)n1,2
19068,No ,cOc1cccc(Cl)c1,2
23357,No ,cc(c)N1CCN(C)CC1C,2
28482,No ,ccc(Cl)nn,2
23354,No ,cc(c)N1CCCS1(=O)=O,2
10086,No ,Cc1c(C(F)(F)F)nn(C)c1N,2
19114,No ,cOc1ncccc1NC(N)=O,2
19115,No ,cOc1ncccc1NC(c)=O,2
23371,No ,cc(c)N1CCc(c)c1c,2
23372,No ,cc(c)N1CCc2ccccc21,2
28506,No ,ccc(Cn(cc)c(c)=O)nn,2
10056,No ,Cc1[nH]nc(C(N)=O)c1[N+],2
23391,No ,cc(c)NC(=O)C(C)n(c)c,2
23390,No ,cc(c)NC(=O)C(C)c(c)c,2
23388,No ,cc(c)NC(=O)C(C)Oc,2
35949,No ,cnc(nn)C(=O)NC(C)c,2
12140,No ,Cc1ncc2c(n1)CN(C)CC2,2
19055,No ,cOc1ccc(S)cc1,2
19122,No ,cOc1ncnc2ccc(F)cc12,2
12218,No ,Cc1nn(-c)c(C)c1C#N,2
12216,No ,Cc1nn(-c(n)n)c(C)c1C,2
23380,No ,cc(c)NC(=O)C(=O)c(c)c,2
23377,No ,cc(c)NC,2
12144,No ,Cc1nccc(C(=O)N(C)C)n1,2
28496,No ,ccc(Cn(c(c)C)c(c)c)c(c)F,2
10064,No ,Cc1c(-n)cccc1Cl,2
19108,No ,cOc1ncccc1C#N,2
35942,No ,cnc(nn)C(=O)N(C)c(c)n,2
8033,No ,CNc1c(F)cccc1Br,2
23338,No ,cc(c)N1CCC(c)CC1,2
10068,No ,Cc1c(Br)cnn1C,2
10071,No ,Cc1c(C#N)nc(N)n1C,2
12169,No ,Cc1nccnc1-c(n)s,2
12168,No ,Cc1nccn2ccnc12,2
10768,No ,Cc1ccc(C(=O)O)cn1,2
28452,No ,ccc(Cc(nn)sc)c(c)F,2
23311,No ,cc(c)N1CC(N)CC1=O,2
10771,No ,Cc1ccc(C(C)(C)C)cc1,2
8032,No ,CNc1c(F)cc(F)cc1F,2
9290,No ,COc1ccc(N)cc1OC(F)F,2
9291,No ,COc1ccc(N)cc1S,2
12161,No ,Cc1ncccc1O,2
9292,No ,COc1ccc(N)cc1S(=O)(=O)N(C)C,2
23319,No ,cc(c)N1CCC(C)(C)CC1,2
36001,No ,cnc(no)-c1ccnc(O)c1,2
23339,No ,cc(c)N1CCC(n)CC1,2
28447,No ,ccc(Cc(nn)nn)c(c)Br,2
12176,No ,Cc1ncn(C)n1,2
23340,No ,cc(c)N1CCCC(C(N)=O)C1,2
19076,No ,cOc1ccccc1C(=O)N(C)C,2
19105,No ,cOc1ncc(Cl)cc1Cl,2
12187,No ,Cc1ncn(n)c(O)c1CC(N)=O,2
12186,No ,Cc1ncn(n)c(C)c1CC(N)=O,2
19104,No ,cOc1ncc(C)cc1Cl,2
23301,No ,cc(c)N1C(=O)CN(C)C1=O,2
28469,No ,ccc(Cl)c(c)s,2
12183,No ,Cc1ncn(Cc(n)o)c1C#N,2
23346,No ,cc(c)N1CCCC(Nc)C1=O,2
23343,No ,cc(c)N1CCCC(N(C)C)C1=O,2
35981,No ,cnc(no)-c1cc(c)c(c)o1,2
9284,No ,COc1ccc(N)cc1NC(C)=O,2
28445,No ,ccc(Cc(nc)sc)c(c)F,2
12178,No ,Cc1ncn(Cc([nH])n)n1,2
8035,No ,CNc1c(F)cccc1NC(C)C,2
28507,No ,ccc(Cn(cc)c(c)=O)oc,2
12235,No ,Cc1nn(-c)c(N)c1C,2
23464,No ,cc(c)NC(=O)N(Cc)CC,2
28421,No ,ccc(CSc(n)o)c(c)n,2
12299,No ,Cc1nnc(=O)c2ccccc12,2
19037,No ,cOc1ccc(Cl)cc1N,2
10037,No ,Cc1[nH]c2ccc(Br)cc2c1CN,2
12297,No ,Cc1nnc(=O)c(-c(n)s)c1C,2
35916,No ,cnc(nc)NCCC,2
12295,No ,Cc1nn2cccnc2c1C(N)=O,2
12294,No ,Cc1nn2cccnc2c1C,2
12129,No ,Cc1ncc(Cl)cc1Cl,2
35922,No ,cnc(nc)NCc(n)n,2
12291,No ,Cc1nn(Cc(n)o)c(C)c1[N+],2
23262,No ,cc(c)N(CCN(C)C)C(c)=O,2
12287,No ,Cc1nn(CCO)c(C)c1C,2
12284,No ,Cc1nn(C)cc1N,2
28424,No ,ccc(CSc(n)o)oc,2
12130,No ,Cc1ncc(Cl)cn1,2
12277,No ,Cc1nn(C)c(O)c1CN,2
12300,No ,Cc1nnc(C(C)(C)C)o1,2
19035,No ,cOc1ccc(Cl)c(Cl)c1,2
35912,No ,cnc(nc)NC(CC)CC,2
23258,No ,cc(c)N(CCCN)S(c)(=O)=O,2
23463,No ,cc(c)NC(=O)N(Cc)C(C)C,2
12315,No ,Cc1nnc(CN(C)C)n1C,2
19030,No ,cOc1ccc(C)cc1F,2
23250,No ,cc(c)N(CCC(C)S)C(c)=O,2
12313,No ,Cc1nnc(C2CCC2)n1C,2
28533,No ,ccc(Cn(nc)c(=O)o)c(C)s,2
35903,No ,cnc(nc)NC(=O)C(C)C,2
19034,No ,cOc1ccc(Cl)c(C)c1,2
23456,No ,cc(c)NC(=O)N(C)Cc,2
28531,No ,ccc(Cn(cn)nc)c(c)O,2
35907,No ,cnc(nc)NC(=O)c(c)n,2
35908,No ,cnc(nc)NC(C)c(c)c,2
23252,No ,cc(c)N(CCC(N)=O)S(c)(=O)=O,2
12126,No ,Cc1ncc(Cl)c(C(N)=O)n1,2
23255,No ,cc(c)N(CCCC)S(c)(=O)=O,2
10038,No ,Cc1[nH]c2ccc(Br)cc2c1Cl,2
12271,No ,Cc1nn(C)c(C)c1[C@H](C)O,2
19052,No ,cOc1ccc(N)nc1,2
12246,No ,Cc1nn(-c)nc1C(N)=O,2
10777,No ,Cc1ccc(C(C)C)s1,2
23270,No ,cc(c)N(Cc(cn)n(C)n)C(c)=O,2
12250,No ,Cc1nn(C(F)F)c(C)c1C,2
28512,No ,ccc(Cn(cc)nc)c(c)C,2
19049,No ,cOc1ccc(N)cc1Cl,2
12248,No ,Cc1nn(C(C)C)c(C)c1S,2
12247,No ,Cc1nn(C(C)(C)C)c(=O)n1C,2
23409,No ,cc(c)NC(=O)C(CO)c(c)c,2
10042,No ,Cc1[nH]c2ccccc2c1-c,2
12243,No ,Cc1nn(-c)cc1CN(C)C,2
28511,No ,ccc(Cn(cc)cn)c(c)C,2
19050,No ,cOc1ccc(N)cc1F,2
12238,No ,Cc1nn(-c)cc1C(=O)N(C)C,2
35939,No ,cnc(nn)C(=O)N(C)C(C)c,2
12237,No ,Cc1nn(-c)cc1-c(n)o,2
35941,No ,cnc(nn)C(=O)N(C)c(c)c,2
19045,No ,cOc1ccc(I)nc1,2
23416,No ,cc(c)NC(=O)C(c(c)c)N(C)C,2
23417,No ,cc(c)NC(=O)C(c(c)c)c(c)c,2
35932,No ,cnc(nn)-c1cccc([N+])c1,2
28522,No ,ccc(Cn(cc)nn)sc,2
28521,No ,ccc(Cn(cc)nn)nc,2
12132,No ,Cc1ncc(S(N)(=O)=O)[nH]1,2
28426,No ,ccc(CSc(n)o)sc,2
12266,No ,Cc1nn(C)c(C)c1Cc(n)o,2
19043,No ,cOc1ccc(F)cc1Br,2
19044,No ,cOc1ccc(F)cc1F,2
12134,No ,Cc1ncc(S)[nH]1,2
12260,No ,Cc1nn(C)c(C)c1C(=O)N(C)c,2
35929,No ,cnc(nc)Sc(nn)n(c)C,2
35930,No ,cnc(nc)Sc(nn)oc,2
35931,No ,cnc(nc)Sc(nn)sc,2
23268,No ,cc(c)N(Cc(c(c)Cl)c(c)Cl)C(C)=O,2
12257,No ,Cc1nn(C)c(=O)s1,2
10051,No ,Cc1[nH]ccc1C(=O)N(C)C,2
12501,No ,Cc1sc2cccc(F)c2c1CO,2
12505,No ,Cc1sc2nc[nH]c(=O)c2c1C,2
19254,No ,cSCc1csc(-c)n1,2
22978,No ,cc(c)Cn1cc(C)c(C)n1,2
9239,No ,COc1ccc(Cl)cc1Cn(n)n,2
22975,No ,cc(c)Cn1cc(-c)nn1,2
18834,No ,cNc1cccc(C(F)(F)F)c1,2
35541,No ,cnc(c(c)c)N(Cc(c)c)C1CC1,2
22977,No ,cc(c)Cn1cc(C)c(-c)n1,2
28308,No ,ccc(CNc(n)o)c(c)O,2
28309,No ,ccc(CNc(n)o)c(c)[nH],2
18844,No ,cNc1ccccc1C(=O)N(C)C,2
10816,No ,Cc1ccc(C(N)=O)cc1[N+](=O)[O-],2
35544,No ,cnc(c(c)c)N1CC(O)C1,2
18849,No ,cNc1ccccn1,2
12749,No ,Cn1ccnc1C(N)=O,2
12748,No ,Cn1ccnc1-c(n)s,2
18850,No ,cNc1ccn(C)n1,2
12747,No ,Cn1ccnc1-c(n)o,2
19228,No ,cSCc1ccc(Cl)s1,2
12047,No ,Cc1nc(n)nc(N)c1C,2
28739,No ,ccc(NC(=O)c(c)[nH])c(c)Cl,2
28740,No ,ccc(NC(=O)c(c)[nH])c(c)F,2
28741,No ,ccc(NC(=O)c(c)[nH])c(c)N,2
23814,No ,cc(c)S(=O)(=O)NCCC,2
12782,No ,Cn1cnc2c1c(=O)[nH]c(=O)n2C,2
12780,No ,Cn1cnc2c(cnn2C)c1=O,2
28750,No ,ccc(NC(=O)c(c)c)c(c)Br,2
12777,No ,Cn1cnc2c(Cl)cc(Cl)cc2c1=O,2
23807,No ,cc(c)S(=O)(=O)NC(CN)C(C)C,2
18827,No ,cNc1ccc(O)c(OC)c1,2
18829,No ,cNc1ccc([N+])cc1,2
10125,No ,Cc1c(N)sc2c1CCC2,2
35530,No ,cnc(c(c)c)N(C)C,2
28303,No ,ccc(CNc(n)n)oc,2
23797,No ,cc(c)S(=O)(=O)NC(C(C)C)C(C)C,2
28304,No ,ccc(CNc(n)o)c(C)o,2
28305,No ,ccc(CNc(n)o)c(c)C,2
