,CATEGORY,FRAGMENTS,FREQUENCY
2181,Yes,c1ccc2cc3cc4c(cc3cc2c1)-c1cccc2cccc-4c12,1
2182,Yes,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccc5ccc6cccc7ccc4c5c67)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,1
2183,Yes,N#CC1=CC=CC(C#N)=P1(c1ccccc1)c1ccccc1,1
2184,Yes,c1ccc2cc3c4c(ccc3cc2c1)-c1cccc2cccc-4c12,1
2185,Yes,c1ccc2c3c(ccc2c1)-c1cccc2c1c-3cc1ccccc12,1
2186,Yes,c1ccc2cc3c(cc2c1)-c1cccc2c1c-3cc1ccccc12,1
2187,Yes,c1ccc2c3c(ccc2c1)-c1cc2ccccc2c2cccc-3c12,1
2188,Yes,c1cc2c3c(cccc3c1)-c1c-2c2ccccc2c2ccccc12,1
2189,Yes,[9*]n1cnc2c(N)ncnc21,1
2190,Yes,N#CC1=CC(C=O)=CC(C#N)=P1(c1ccccc1)c1ccccc1,1
2191,Yes,c1cc2c3c(cccc3c1)-c1c-2ccc2ccc3ccccc3c12,1
2192,Yes,Nc1ncc2nc[nH]c2n1,1
2193,Yes,[7*]C1Nc2cc3ccc4cccc5ccc(c2C1=O)c3c45,1
2194,Yes,[1*]C(=O)n1ccc2c3ccc4cccc5ccc(cc21)c3c54,1
2195,Yes,CN1c2cc3nc4cc(F)c(F)cc4nc3cc2N(C)C1(C)C,1
2196,Yes,CC1(C)Nc2cc3nc4cc(Br)c(Br)cc4nc3cc2N1,1
2197,Yes,CC1(C)Nc2cc3nc4cc(Cl)c(Cl)cc4nc3cc2N1,1
2198,Yes,CC1(C)Nc2cc3nc4cc(F)c(F)cc4nc3cc2N1,1
2199,Yes,c1ccc2cc3c(cc2c1)-c1cccc2cc4ccccc4c-3c12,1
2200,Yes,Nc1cc2nc3cc(Cl)c(Cl)cc3nc2cc1N,1
2201,Yes,Nc1cc2nc3cc(F)c(F)cc3nc2cc1N,1
2202,Yes,[16*]c1cc2ccc3cccc4ccc(c1[16*])c2c34,1
2203,Yes,[16*]c1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,1
2204,Yes,c1ccc([B-]23NC(C4CCCCC4)=Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1,1
2205,Yes,Cc1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccc(C)cc2)=N4)cc1,1
2206,Yes,c1ccc(C2=Nc3cccc4[n+]3[B-](c3ccccc3)(N2)NC(c2ccccc2)=N4)cc1,1
2207,Yes,CCB1c2ccccc2Nc2ccccc21,1
2208,Yes,[16*]c1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc([16*])cc2)=N4)cc1,1
2209,Yes,Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1,1
2210,Yes,F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2,1
2211,Yes,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c%12c%13c%14c%15c%16c%17c%14c%14c%18c%13c%11c1c1c5c%10c5c(c%14c%10c%17c%11c%13c%16c%14c%16c%15c%12c%12c%16c(c2c7c%126)c2c8c3c(c%13c%142)c2c9c4c5c%10c%112)c%181,1
2212,Yes,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,1
2213,Yes,C[Si](C)(C)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,1
2214,Yes,CN1c2cc3nc4cc(Cl)c(Cl)cc4nc3cc2N(C)C1(C)C,1
2215,Yes,O=Cc1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,1
2216,Yes,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccccc4)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,1
2217,Yes,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(F)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,1
2218,Yes,F[B-]1(F)OC(c2cc3c4c(c2)CCCN4CCC3)=Cc2cccc[n+]21,1
2219,Yes,[7*]CC1=[N+]2C(=C(c3ccc(I)cc3)c3c(C)c(Cl)c(C)n3[B-]2(F)F)C(C)=C1Cl,1
2220,Yes,[8*]CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,1
2221,Yes,CN1CCCc2cc(C3=Cc4cccc[n+]4[B-](F)(F)O3)ccc21,1
2222,Yes,CN1CCc2cc(C3=Cc4cccc[n+]4[B-](F)(F)O3)ccc21,1
2223,Yes,[16*]c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1C,1
2224,Yes,[16*]c1ccc2nc3cc(Cl)c(Cl)cc3nc2c1,1
2225,Yes,[16*]c1cc2nc3cc(Br)c(Br)cc3nc2cc1[16*],1
2226,Yes,[16*]c1cc2nc3cc(Cl)c(Cl)cc3nc2cc1[16*],1
2227,Yes,[16*]c1cc2nc3cc(F)c(F)cc3nc2cc1[16*],1
2228,Yes,CN1c2cc3nc4cc(Br)c(Br)cc4nc3cc2N(C)C1(C)C,1
2229,Yes,[16*]c1cc2cc3cccc4c([16*])cc5cc6cccc1c6c2c5c34,1
2230,Yes,Cc1ccc2c3ccc(C)cc3c3cc4c(C)cc(=O)oc4cc3c2c1,1
2231,Yes,C(S/C=C/c1ccc(/C=C/SC=C2CCCC2)cc1)=C1CCCC1,1
2232,Yes,[8*]CCC[8*],1
2233,Yes,[3*]OC[8*],1
2234,Yes,N#CC1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,1
2235,Yes,Nc1ccc2nc3c4ccccc4c(=[NH2+])cc-3oc2c1,1
2236,Yes,[14*]c1nc(Cl)c([14*])o1,1
2237,Yes,[NH3+]c1ccc2c(c1)Cc1ccccc1-2,1
2238,Yes,Cn1c2nc(=O)[nH]c(=O)c-2nc2ccccc21,1
2239,Yes,[16*]c1ccc2c3ccccc3c3c4cc([16*])ccc4c4ccccc4c3c2c1,1
2240,Yes,[16*]c1ccc2c3ccc([16*])c4c([16*])ccc(c5cccc1c52)c43,1
2241,Yes,[16*]c1ccc(C#N)c(C#N)c1,1
2242,Yes,[10*]N1C(=O)c2ccc3cc4c(cc5ccc6c7c(ccc4c57)C(=O)N([10*])C6=O)c4ccc(c2c34)C1=O,1
2243,Yes,[8*]CCC(C)CCCC(C)C,1
2244,Yes,[10*]N1C(=O)c2ccc3c4c([16*])c5ccc6c7c(cc8c9cc([16*])ccc9c(c9ccc(c2c39)C1=O)c4c8c57)C(=O)N([10*])C6=O,1
2245,Yes,[7*]CC1=CC2=C(c3cccc([16*])c3)c3cccn3[B-](F)(F)[N+]2=C1,1
2246,Yes,[14*]c1nc(C#Cc2ccc([16*])cc2)c2ccccc2n1,1
2247,Yes,[16*]c1ccc(C#Cc2ccc(C#Cc3ccc4c(c3)C(CCCCCCCCC)(CCCCCCCCC)c3cc(C#Cc5ccc(C#Cc6ccc([16*])cc6)cc5)ccc3-4)cc2)cc1,1
2248,Yes,[16*]c1ccc(C#Cc2ccc3c(c2)C(CCCCCCCCC)(CCCCCCCCC)c2cc(C#Cc4ccc([16*])cc4)ccc2-3)cc1,1
2249,Yes,[7*]CC1=CC2=C(c3ccccc3)c3cccn3[B-](F)(F)[N+]2=C1,1
2250,Yes,[7*]CC1=CC2=C(c3ccc([16*])cc3)c3cccn3[B-](F)(F)[N+]2=C1,1
2251,Yes,Nc1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,1
2252,Yes,O=[N+]([O-])c1ccc2c(ccc3[n+]2[B-](F)(F)n2c-3cc3c4ccccc4c4ccccc4c32)c1,1
2253,Yes,Nc1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,1
2254,Yes,O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,1
2255,Yes,c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12,1
2256,Yes,[16*]c1ccc(C2=[O+][B-](F)(F)OC(c3ccc4c(c3)Cc3ccccc3-4)=C2)cc1,1
2257,Yes,[14*]c1nc(Br)c([14*])o1,1
2258,Yes,F[B-]1(F)OC(c2ccc3c(c2)Cc2ccccc2-3)=CC(c2ccccc2)=[O+]1,1
2259,Yes,[13*]C1SCCCS1,1
2260,Yes,[16*]c1ccc2cc(C#N)c(=O)oc2c1,1
2261,Yes,[7*]CC1=[N+]2C(=C(c3ccc([16*])cc3)c3ccc([14*])n3[B-]2(F)F)C=C1,1
2262,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(C)C=CC1=C2c1ccc([16*])cc1,1
2263,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(C)C=CC1=C2c1ccccc1,1
2264,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=C(I)C(C)=[N+]2[B-](F)(F)n2c(C)c(I)c(C)c21,1
2265,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=C(I)C(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,1
2266,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=C(Br)C(C)=[N+]2[B-](F)(F)n2c(C)c(Br)c(C)c21,1
2267,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,1
2268,Yes,F[B-]1(F)OC(c2ccccc2)=Cc2cc3[n+](c[n+]21)[B-](F)(F)OC(c1ccccc1)=C3,1
2269,Yes,[7*]CCO,1
2270,Yes,[16*]c1cc(O)c(O)c(O)c1,1
2271,Yes,C[Si](C)(C)C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](C)(C)C)c2c(=O)c3ccccc3c12,1
2272,Yes,CC[Si](C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](CC)(CC)CC)c2c(=O)c3ccccc3c12)(CC)CC,1
2273,Yes,CC(C)(C)[Si](C)(C)C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](C)(C)C(C)(C)C)c2c(=O)c3ccccc3c12,1
2274,Yes,Cc1ccc(O)cc1,1
2275,Yes,O=c1ccc2ccccc2o1,1
2276,Yes,[16*]c1ccc2cc3c(cc2c1)C1(c2ccccc2Oc2ccccc21)c1cc2cc([16*])ccc2cc1C3=O,1
2277,Yes,CC(C)[Si](C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2c(=O)c3ccccc3c12)(C(C)C)C(C)C,1
2278,Yes,CC(C)C[Si](C#Cc1c2c(=O)c3ccccc3c2c(C#C[Si](CC(C)C)(CC(C)C)CC(C)C)c2c(=O)c3ccccc3c12)(CC(C)C)CC(C)C,1
2279,Yes,O=c1c2ccccc2c2c(C#C[Si](c3ccccc3)(c3ccccc3)c3ccccc3)c3c(=O)c4ccccc4c3c(C#C[Si](c3ccccc3)(c3ccccc3)c3ccccc3)c12,1
2280,Yes,[13*]C1SCC([15*])CS1,1
2281,Yes,F[B-]1(F)n2c(cc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,1
2282,Yes,[15*]C1([15*])Cc2c(C#Cc3ccccc3)c([16*])c3c([16*])c([16*])c([16*])c([16*])c3c2C1,1
2283,Yes,[14*]c1scc2c1OCCO2,1
2284,Yes,[16*]c1ccc(F)c2ccc3c4ccccc4c4ccccc4c3c12,1
2285,Yes,[16*]c1ccc([16*])c2c1c1c3ccccc3c3ccccc3c1c1c3ccccc3c3ccccc3c21,1
2286,Yes,[16*]c1ccc(Br)c2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,1
2287,Yes,[16*]c1ccc2c(c1)c1cc([16*])ccc1c1c2ccc2cccc([16*])c21,1
2288,Yes,[16*]c1cccc2ccc3c4ccc(Cl)cc4c4cc(Cl)ccc4c3c12,1
2289,Yes,[16*]c1cccc2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,1
2290,Yes,[16*]c1cccc2ccc3c4cc(Cl)ccc4c4ccc(Cl)cc4c3c12,1
2291,Yes,[16*]c1cccc2ccc3c4cc(F)ccc4c4ccc(F)cc4c3c12,1
2292,Yes,[16*]c1ccc2ccc3cccc4c3c2c1c1c2ccccc2c2ccccc2c41,1
2293,Yes,[16*]c1cc2ccccc2c2ccc3c4ccccc4c4ccccc4c3c12,1
2294,Yes,[16*]c1ccc(Br)c2ccc3c4ccccc4c4ccccc4c3c12,1
2295,Yes,[16*]c1ccc(C)c2ccc3c4ccccc4c4ccccc4c3c12,1
2296,Yes,[16*]c1ccc2c(c1)B(c1c(C)cc(C)cc1C)c1cc([16*])cc3ccc([16*])c-2c13,1
2297,Yes,[16*]c1cccc2ccc3c4ccccc4c4ccccc4c3c12,1
2298,Yes,[16*]c1ccc2c(c1)Cc1cc([16*])ccc1C=C2,1
2299,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccc(C)cc3)=C(c3ccc([16*])cc3)C1=N2,1
2300,Yes,[14*]c1ccc(Br)s1,1
2301,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccccc3)=C(c3ccc([16*])cc3)C1=N2,1
2302,Yes,[16*]c1cc2c3c(cc([16*])c4c5c([16*])cc6c7c(cc([16*])c(c1c34)c75)C(=O)OC6=O)C(=O)OC2=O,1
2303,Yes,[16*]c1cc([16*])c(B2c3cc(C)ccc3N3c4ccc(C)cc4B(c4c([16*])cc([16*])cc4[16*])c4cc(C)cc2c43)c([16*])c1,1
2304,Yes,Cc1cc(C)c(B2c3cc(C)ccc3N3c4ccc(C)cc4B(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)c(C)c1,1
2305,Yes,[16*]c1c2c3c(cc([16*])c4c5c([16*])c([16*])c6c7c(cc([16*])c(c(c1[16*])c34)c75)C(=O)OC6=O)C(=O)OC2=O,1
2306,Yes,[10*]N1C(=O)c2cc([16*])c3c4c([16*])c([16*])c5c6c(cc([16*])c(c7c([16*])c([16*])c(c2c37)C1=O)c64)C(=O)N([10*])C5=O,1
2307,Yes,[16*]c1ccc([16*])c2c1c1c3ccc(Cl)cc3c3cc(Cl)ccc3c1c1c3ccc(Cl)cc3c3cc(Cl)ccc3c21,1
2308,Yes,[16*]c1ccc2c(c1)c1cc([16*])ccc1c1c2c2c([16*])ccc([16*])c2c2c3ccc([16*])cc3c3cc([16*])ccc3c21,1
2309,Yes,[16*]c1ccc([16*])c2c1ccc1c3ccc(F)cc3c3cc(F)ccc3c12,1
2310,Yes,c1ccc(C2=C(c3ccccc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,1
2311,Yes,[16*]c1cc2c3c(c1)c1ccccc1c1c4ccccc4c4cc([16*])cc(c4c31)B2c1c(C)cc(C)cc1C,1
2312,Yes,[16*]c1cc2c3c(ccc4c5ccccc5c5cc([16*])cc(c5c43)B2c2c(C)cc(C)cc2C)c1,1
2313,Yes,[16*]c1ccc2c(c1)B(c1c(C)cc(C)cc1C)c1cc([16*])cc3c1c-2cc1ccccc13,1
2314,Yes,[16*]c1cc2c3c(ccc4ccc5cc([16*])cc(c5c43)B2c2c(C)cc(C)cc2C)c1,1
2315,Yes,[16*]c1ccc2c(c1)B(c1c(C)cc(C)cc1C)c1cc([16*])cc3cccc-2c13,1
2316,Yes,[16*]c1ccc2c(c1)-c1c3c(c4c5c1-c1cc([16*])ccc1OB5Oc1ccc([16*])cc1-4)-c1cc([16*])ccc1OB3O2,1
2317,Yes,c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1,1
2318,Yes,[16*]c1ccc(/[N+](c2ccc(C)cc2)=c2/c([O-])c([16*])c2=O)cc1,1
2319,Yes,[16*]c1ccc(F)cc1F,1
2320,Yes,[16*]c1c([O-])c(=[N+](c2ccc(C)cc2)c2ccc(C)cc2)c1=O,1
2321,Yes,[16*]c1c([O-])/c(=[N+](\c2ccccc2)c2ccc3ccccc3c2)c1=O,1
2322,Yes,[16*]c1c([O-])c(=[N+](c2ccccc2)c2ccccc2)c1=O,1
2323,Yes,[16*]c1ccc2c(c1)C1(c3ccccc3Sc3ccccc31)c1cc([16*])ccc1-2,1
2324,Yes,[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3O2)c2ccccc2-c2ccccc21,1
2325,Yes,[5*]N1c2ccccc2C2(c3cc([16*])ccc3-c3ccc([16*])cc32)c2ccccc21,1
2326,Yes,[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3-2)c2ccc3ccccc3c2Oc2c1ccc1ccccc21,1
2327,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccc([N+](=O)[O-])cc3)=C(c3ccc([16*])cc3)C1=N2,1
2328,Yes,[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3-2)c2ccccc2-c2c1cc1ccc3cccc4ccc2c1c34,1
2329,Yes,[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3-2)c2ccccc2-c2c1ccc1ccccc21,1
2330,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccc(F)cc3)=C(c3ccc([16*])cc3)C1=N2,1
2331,Yes,Fc1ccc(C2=C(c3ccc(F)cc3)[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,1
2332,Yes,[1*]C(=O)/N=c1/oc2cc([16*])cc([16*])c2cc1C#N,1
2333,Yes,[7*]C1N(C)c2c(F)c(F)c3c(F)c(F)c(F)c(F)c3c2C1(C)C,1
2334,Yes,[7*]CC1=[N+](C)c2c(F)c(F)c3c(F)c(F)c(F)c(F)c3c2C1(C)C,1
2335,Yes,[9*]n1nc(C)c2c3c(cnc21)c(=O)oc1cc([16*])ccc13,1
2336,Yes,[13*]C1([13*])Nc2ccccc2N=C1c1ccccc1,1
2337,Yes,c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2,1
2338,Yes,c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2,1
2339,Yes,c1cc2c3c(cccc3c1)C(N1CCOCCOCCN(C3=Nc4cccc5cccc3c45)CCOCC1)=N2,1
2340,Yes,CN(C)C1=Nc2cccc3cccc1c23,1
2341,Yes,[16*]c1ccc(O)c(C=O)c1,1
2342,Yes,[14*]c1nn(C)c2nc(C)c3c(=O)oc4cc([16*])ccc4c3c12,1
2343,Yes,[9*]n1nc([14*])c2c3c(c(C)nc21)c(=O)oc1cc([16*])ccc13,1
2344,Yes,[9*]n1nc(C)c2c3c(c(C)nc21)c(=O)oc1cc([16*])ccc13,1
2345,Yes,[9*]n1ncc2c3c(c(C)nc21)c(=O)oc1cc([16*])ccc13,1
2346,Yes,[9*]n1ncc2c3c(cnc21)c(=O)oc1cc([16*])ccc13,1
2347,Yes,[7*]C1N(C)c2ccc3ccccc3c2C1(C)C,1
2348,Yes,[14*]c1nn(C)c2nc3c(cc12)c(=O)oc1cc([16*])ccc13,1
2349,Yes,[9*]n1nc([14*])c2cc3c(=O)oc4cc([16*])ccc4c3nc21,1
2350,Yes,[9*]n1nc(C)c2cc3c(=O)oc4cc([16*])ccc4c3nc21,1
2351,Yes,[9*]n1ncc2cc3c(=O)oc4cc([16*])ccc4c3nc21,1
2352,Yes,[16*]c1cc[b-]2c(c1)c([16*])cc1cccc(C#Cc3ccccc3)[n+]21,1
2353,Yes,[16*]c1cc[b-]2c(c1)c([16*])cc1cccc(C#CCCCC)[n+]21,1
2354,Yes,c1ccc2c(c1)ccc1ccccc12,1
2355,Yes,c1cc2ccc3ccc4cc3c2cc1CCCCCCc1ccc2ccc3ccc-4cc3c2c1,1
2356,Yes,c1cc2cc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc2c1,1
2357,Yes,c1cc2c3cc1c1ccc4c(c1)c1cc(ccc1[C@]15OCCO[C@]41OCCO5)c1ccc4c(c1)c1cc(ccc1[C@]15OCCO[C@]41OCCO5)c1ccc(c3c1)[C@]13OCCO[C@]21OCCO3,1
2358,Yes,[13*]C1([13*])Nc2ccccc2N=C1c1ccc([16*])cc1,1
2359,Yes,[5*]N1Cc2ccccc2-c2c(nnn2[9*])-c2ccccc21,1
2360,Yes,[16*]c1c2c(c([16*])c3ccccc13)[C@@H]1C[C@H]2[C@@H]2C(=O)OC(=O)[C@@H]21,1
2361,Yes,[9*]n1c2cc(C#N)ccc2c2ccc(C#N)cc21,1
2362,Yes,[14*]c1sc([14*])c2c1OCCO2,1
2363,Yes,[9*]n1cc(C)c([14*])nc1=O,1
2364,Yes,[14*]c1nc(=O)n(C)cc1C,1
2365,Yes,[14*]c1ccn(C)c(=O)n1,1
2366,Yes,[9*]n1nnc2ccc(Cl)cc21,1
2367,Yes,[9*]n1nnc2cc(Cl)ccc21,1
2368,Yes,[4*][C@@H](CS)C(=O)O,1
2369,Yes,[9*]n1nnc2ccc(C)cc21,1
2370,Yes,[4*][C@H](C(=O)O)[C@@H](C)CC,1
2371,Yes,[4*][C@@H](CC(C)C)C(=O)O,1
2372,Yes,[4*][C@H](C(=O)O)C(C)C,1
2373,Yes,c1ccc(-c2pc3ccccc3s2)cc1,1
2374,Yes,Brc1ccc(-c2pc3ccccc3s2)cc1,1
2375,Yes,N#Cc1ccc(-c2pc3ccccc3s2)cc1,1
2376,Yes,N#Cc1cccc(-c2pc3ccccc3s2)c1,1
2377,Yes,[9*]n1nnc2cc(C)ccc21,1
2378,Yes,[9*]n1nnc2ccccc21,1
2379,Yes,[16*]c1ccc(C#N)cc1N,1
2380,Yes,[1*]C(=O)CCN,1
2381,Yes,[16*]c1ccc(C)cc1N,1
2382,Yes,[16*]c1cc(C#N)ccc1N,1
2383,Yes,c1cc2cc(c1)c1cccc(c1)c1ccc3c(c1)c1cc(ccc1[C@]14OCCO[C@]31OCCO4)c1cccc(c1)c1cccc2c1,1
2384,Yes,c1cc2cc(c1)c1ccc3c(c1)c1cc(ccc1[C@]14OCCO[C@]31OCCO4)c1ccc3c(c1)c1cc(ccc1[C@]14OCCO[C@]31OCCO4)c1cccc2c1,1
2385,Yes,c1cc2cc(c1)c1cccc(c1)c1ccc3ccc4ccc(cc4c3c1)c1cccc(c1)c1cccc2c1,1
2386,Yes,[7*]C(C#N)/N=C/c1ccccc1O,1
2387,Yes,Oc1ccccc1/C=N/c1cc2nc3ccccc3nc2cc1/N=C/c1ccccc1O,1
2388,Yes,Oc1ccc2ccccc2c1/C=N/c1ccccc1/N=C/c1c(O)ccc2ccccc12,1
2389,Yes,Cc1cc(/N=C/c2cc(S(=O)(=O)O[Na])ccc2O)c(/N=C/c2cc(S(=O)(=O)O[Na])ccc2O)cc1C,1
2390,Yes,Oc1ccc2ccccc2c1/C=N/CC/N=C/c1c(O)ccc2ccccc12,1
2391,Yes,Oc1ccccc1/C=N/CC/N=C/c1ccccc1O,1
2392,Yes,Oc1ccc2ccccc2c1/C=N/C1CCCCC1/N=C/c1c(O)ccc2ccccc12,1
2393,Yes,Oc1ccccc1/C=N/C1CCCCC1/N=C/c1ccccc1O,1
2394,Yes,Oc1ccc2ccccc2c1/C=N/c1cc2ccccc2cc1/N=C/c1c(O)ccc2ccccc12,1
2395,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=C(c3ccccc3)C(C)=[N+]2[B-](F)(F)n2c(C)c([16*])c(C)c21,1
2396,Yes,[16*]c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1
2397,Yes,[14*]c1nc([14*])c2c(n1)CCCC2,1
2398,Yes,[16*]c1cccc2cc(C#N)c(=N)oc12,1
2399,Yes,[16*]c1ccc2oc(=N)c(C#N)cc2c1,1
2400,Yes,[9*]n1c2cccc3c2[c+]2c4c1cccc4n([9*])c1cccc(c12)n3[9*],1
2401,Yes,c1cc2oc3cccc4oc5cccc6oc(c1)c2[c+](c34)c65,1
2402,Yes,[9*]n1c2cccc3oc4cccc5c4[c+](c32)c2c1cccc2n5[9*],1
2403,Yes,[9*]n1c2cccc3oc4cccc5oc6cccc1c6[c+](c45)c32,1
2404,Yes,[16*]c1cc([16*])c2cc(C#N)c(=N)oc2c1,1
2405,Yes,[14*]c1nc2ccccn2c1C1=C2C(C)=C(c3ccccc3)C(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,1
2406,Yes,[1*]C(=O)/N=c1/oc2c([16*])cccc2cc1C#N,1
2407,Yes,[1*]C(=O)/N=c1/oc2ccc([16*])cc2cc1C#N,1
2408,Yes,Oc1ccc2ccccc2c1/C=N/c1cc2nc3ccccc3nc2cc1/N=C/c1c(O)ccc2ccccc12,1
2409,Yes,[7*]C(C#N)/N=C/c1c(O)ccc2ccccc12,1
2410,Yes,c1cc2ccc3ccc4cc3c2cc1c1ccc2c(c1)c1cc(ccc1[C@]13OCCO[C@]21OCCO3)c1ccc2c(c1)c1cc4ccc1[C@]13OCCO[C@]21OCCO3,1
2411,Yes,F[B-]1(F)OC(C#Cc2ccccc2)=CC(c2ccccc2)=[O+]1,1
2412,Yes,c1cc2cc(c1)c1ccc3ccc4ccc(cc4c3c1)c1ccc3ccc4ccc(cc4c3c1)c1cccc2c1,1
2413,Yes,c1cc2ccc3ccc4cc3c2cc1c1ccc2ccc3ccc(cc3c2c1)c1ccc2c(c1)c1cc4ccc1[C@]13OCCO[C@]21OCCO3,1
2414,Yes,c1cc2ccc3ccc4cc3c2cc1c1ccc2ccc3ccc(cc3c2c1)c1ccc2ccc3ccc4cc3c2c1,1
2415,Yes,[7*]C/C=[NH+]/c1ccc2c(C)cc(=O)oc2c1,1
2416,Yes,[9*]n1nnc2c1CCC1C(CC2)[C@@H]1[15*],1
2417,Yes,[14*]c1ccc2ccc([14*])n2n1,1
2418,Yes,[14*]c1ccc2c([16*])cc(C)n2n1,1
2419,Yes,[14*]c1ccc2c([16*])c([16*])c([14*])n2n1,1
2420,Yes,[14*]c1ccc2c([16*])c([16*])c(C)n2n1,1
2421,Yes,[10*]N1C(=O)C2=C(c3ccc(Br)cc3)[N-]C(=O)C2=C1c1ccc(Br)cc1,1
2422,Yes,[10*]N1C(=O)C2=C(c3ccc(Br)cc3)NC(=O)C2=C1c1ccc(Br)cc1,1
2423,Yes,Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,1
2424,Yes,[7*]C/C=[NH+]/c1ccc2c([16*])cc(=O)oc2c1,1
2425,Yes,F[B-]1(F)OC(C#Cc2ccccc2)=C2CCc3ccccc3C2=[O+]1,1
2426,Yes,[16*]c1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,1
2427,Yes,[16*]c1ccc2c(c1)CCC1=C(C#Cc3ccccc3)O[B-](F)(F)[O+]=C12,1
2428,Yes,[16*]c1c([16*])c2ccc(C)nn2c1C,1
2429,Yes,[16*]c1ccc2c(c1)CCC1=C(C#Cc3ccc(Cl)cc3)O[B-](F)(F)[O+]=C12,1
2430,Yes,[16*]c1ccc(C#CC2=C3CCc4ccccc4C3=[O+][B-](F)(F)O2)cc1,1
2431,Yes,[16*]c1ccc2cc(C#CC3=C4CCc5ccccc5C4=[O+][B-](F)(F)O3)ccc2c1,1
